Test_ID,Category,Condition,Trial,Metric_Name,Value,Unit,Status
EXP2_ERASE,Flash_Erase,Sector_3_16KB,10,Erase_Time,252.30281249999996,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_3_16KB,10,Erase_Time_Per_KB,15.768925781249997,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,1,Erase_Time,536.0477500000001,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,1,Erase_Time_Per_KB,8.375746093750001,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,2,Erase_Time,533.9635000000001,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,2,Erase_Time_Per_KB,8.343179687500001,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,3,Erase_Time,535.8294375,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,3,Erase_Time_Per_KB,8.3723349609375,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,4,Erase_Time,514.6369374999999,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,4,Erase_Time_Per_KB,8.041202148437499,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,5,Erase_Time,535.5199375000001,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,5,Erase_Time_Per_KB,8.367499023437501,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,6,Erase_Time,537.6073125,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,6,Erase_Time_Per_KB,8.4001142578125,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,7,Erase_Time,534.1535625,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,7,Erase_Time_Per_KB,8.3461494140625,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,8,Erase_Time,535.0328125,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,8,Erase_Time_Per_KB,8.3598876953125,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,9,Erase_Time,534.4311875,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,9,Erase_Time_Per_KB,8.3504873046875,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,10,Erase_Time,535.5915624999999,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_4_64KB,10,Erase_Time_Per_KB,8.368618164062498,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,1,Erase_Time,926.6345,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,1,Erase_Time_Per_KB,7.23933203125,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,2,Erase_Time,899.103875,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,2,Erase_Time_Per_KB,7.0242490234375,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,3,Erase_Time,931.4591250000001,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,3,Erase_Time_Per_KB,7.277024414062501,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,4,Erase_Time,927.4595625,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,4,Erase_Time_Per_KB,7.24577783203125,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,5,Erase_Time,928.7585,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,5,Erase_Time_Per_KB,7.25592578125,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,6,Erase_Time,924.5960625,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,6,Erase_Time_Per_KB,7.22340673828125,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,7,Erase_Time,930.188,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,7,Erase_Time_Per_KB,7.26709375,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,8,Erase_Time,927.5232500000001,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,8,Erase_Time_Per_KB,7.246275390625001,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,9,Erase_Time,923.7206875,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,9,Erase_Time_Per_KB,7.21656787109375,ms/KB,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,10,Erase_Time,924.6055625,ms,PASS
EXP2_ERASE,Flash_Erase,Sector_5_128KB,10,Erase_Time_Per_KB,7.22348095703125,ms/KB,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,1,Program_Time,24.0,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,1,Throughput,162.76041666666666,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,1,Time_Per_Word,24.0,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,2,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,2,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,2,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,3,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,3,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,3,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,4,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,4,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,4,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,5,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,5,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,5,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,6,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,6,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,6,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,7,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,7,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,7,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,8,Program_Time,13.0625,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,8,Throughput,299.0430622009569,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,8,Time_Per_Word,13.0625,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,9,Program_Time,13.125,us,PASS
